"id","loan_amnt","int_rate","grade","sub_grade","emp_length","revol_bal","revol_util","fico","home_ownership","annual_inc","verification_status","loan_status","default"
4691,1600,8.9,"A","A5","5 years",3210,18.1,707,"MORTGAGE",34080,"Not Verified","Fully Paid","Paid"
4692,10000,8.9,"A","A5","6 years",12890,24.3,742,"MORTGAGE",60000,"Verified","Fully Paid","Paid"
4693,1500,12.12,"B","B3","9 years",34952,78.1,707,"MORTGAGE",77000,"Not Verified","Fully Paid","Paid"
4694,28000,7.62,"A","A3","6 years",38544,37.9,717,"MORTGAGE",82000,"Verified","Fully Paid","Paid"
4695,9000,13.67,"B","B5","8 years",3615,88.2,677,"RENT",50000,"Not Verified","Fully Paid","Paid"
4696,11225,12.69,"B","B5","< 1 year",9368,32.5,727,"RENT",32000,"Source Verified","Charged Off","Defaulted"
4697,6000,12.42,"B","B4","10+ years",20784,62.6,687,"RENT",55000,"Verified","Charged Off","Defaulted"
4698,12000,13.67,"B","B5","2 years",10387,82.4,667,"MORTGAGE",87360,"Verified","Fully Paid","Paid"
4699,7200,16.2,"C","C4",NA,29015,65.9,662,"OWN",50000,"Verified","Fully Paid","Paid"
4700,18000,14.09,"B","B5","10+ years",14276,57.1,692,"RENT",95000,"Source Verified","Charged Off","Defaulted"
4701,12000,13.99,"C","C1","2 years",21666,41.9,697,"MORTGAGE",55000,"Not Verified","Fully Paid","Paid"
4702,7750,13.05,"B","B5","8 years",10718,87.9,662,"OWN",45000,"Verified","Fully Paid","Paid"
4703,8000,14.33,"C","C2","10+ years",8493,62.4,662,"RENT",60000,"Not Verified","Fully Paid","Paid"
4704,8000,12.12,"B","B3","10+ years",5428,40.8,692,"RENT",38000,"Not Verified","Fully Paid","Paid"
4705,8400,16.29,"C","C4","10+ years",45645,64.5,697,"MORTGAGE",75000,"Verified","Fully Paid","Paid"
4706,35000,21.97,"E","E5","10+ years",30806,93.9,672,"MORTGAGE",104847,"Verified","Fully Paid","Paid"
4707,12875,17.77,"D","D1","5 years",6365,50.9,672,"RENT",70000,"Not Verified","Fully Paid","Paid"
4708,20000,7.62,"A","A3","10+ years",4100,21.7,802,"MORTGAGE",128000,"Verified","Fully Paid","Paid"
4709,16000,14.65,"C","C2","4 years",19432,72,677,"RENT",65000,"Not Verified","Fully Paid","Paid"
4710,16200,18.64,"E","E1","10+ years",73496,98.2,687,"OWN",98892,"Source Verified","Fully Paid","Paid"
4711,14000,7.9,"A","A4","7 years",3516,39.1,672,"MORTGAGE",64000,"Not Verified","Charged Off","Defaulted"
4712,3600,15.1,"C","C2","10+ years",30985,92.8,682,"RENT",70000,"Not Verified","Fully Paid","Paid"
4713,8000,15.1,"C","C2","4 years",12855,81.9,692,"RENT",25000,"Not Verified","Fully Paid","Paid"
4714,12000,21.15,"E","E2","5 years",1613,22.1,772,"RENT",75000,"Not Verified","Charged Off","Defaulted"
4715,16000,18.55,"D","D4","< 1 year",17034,93.8,667,"OWN",43000,"Source Verified","Fully Paid","Paid"
4716,10000,15.31,"C","C2","10+ years",11281,40.4,687,"MORTGAGE",45000,"Verified","Late (16-30 days)","Defaulted"
4717,3900,20.8,"E","E1","7 years",8590,55.8,672,"MORTGAGE",75000,"Source Verified","Fully Paid","Paid"
4718,9000,15.8,"C","C3","10+ years",9009,66.2,677,"RENT",28000,"Not Verified","Fully Paid","Paid"
4719,4000,12.12,"B","B3","5 years",12949,48,682,"MORTGAGE",110000,"Not Verified","Fully Paid","Paid"
4720,13000,8.9,"A","A5","2 years",10002,39.9,722,"MORTGAGE",65000,"Verified","Fully Paid","Paid"
4721,8000,10.99,"B","B2","7 years",21438,49.7,687,"MORTGAGE",90000,"Not Verified","Fully Paid","Paid"
4722,4000,15.8,"C","C3","2 years",2865,29.5,707,"RENT",31000,"Not Verified","Fully Paid","Paid"
4723,20000,7.9,"A","A4","7 years",12992,30.3,752,"RENT",160000,"Not Verified","Fully Paid","Paid"
4724,30000,19.52,"D","D4","10+ years",25795,69.7,717,"MORTGAGE",110000,"Source Verified","Fully Paid","Paid"
4725,20000,8.9,"A","A5","10+ years",4848,60.6,702,"OWN",65000,"Source Verified","Charged Off","Defaulted"
4726,15000,19.05,"D","D4","6 years",16625,52.6,702,"MORTGAGE",95000,"Not Verified","Fully Paid","Paid"
4727,6750,8.9,"A","A5","10+ years",17840,77.9,717,"MORTGAGE",31000,"Verified","Fully Paid","Paid"
4728,11500,15.88,"C","C4","8 years",9438,54.2,662,"MORTGAGE",101000,"Verified","Fully Paid","Paid"
4729,16000,17.27,"D","D1","10+ years",25630,63.4,672,"MORTGAGE",175000,"Source Verified","Fully Paid","Paid"
4730,15000,9.99,"B","B1","2 years",9172,58.8,672,"RENT",45000,"Not Verified","Fully Paid","Paid"
4731,3825,8.9,"A","A5","5 years",4573,45.7,707,"MORTGAGE",20000,"Verified","Charged Off","Defaulted"
4732,24000,7.9,"A","A4","10+ years",38859,78.3,712,"OWN",99000,"Verified","Fully Paid","Paid"
4733,1000,15.61,"C","C4","10+ years",2666,41.7,697,"RENT",50000,"Not Verified","Fully Paid","Paid"
4734,10000,14.33,"C","C1","10+ years",8877,74,662,"RENT",62000,"Verified","Fully Paid","Paid"
4735,3000,7.9,"A","A4","10+ years",8427,29.1,762,"MORTGAGE",30000,"Not Verified","Fully Paid","Paid"
4736,16800,12.12,"B","B3","4 years",16903,82.4,677,"RENT",67000,"Not Verified","Fully Paid","Paid"
4737,12000,8.9,"A","A5","4 years",14717,57.7,717,"RENT",60000,"Verified","Fully Paid","Paid"
4738,22000,13.67,"B","B5","10+ years",20482,60.6,707,"MORTGAGE",85000,"Verified","Fully Paid","Paid"
4739,25000,25.8,"F&G","G1","7 years",24031,80.4,672,"MORTGAGE",96000,"Verified","Charged Off","Defaulted"
4740,24575,14.33,"C","C1","< 1 year",21576,79.6,687,"RENT",70000,"Verified","Fully Paid","Paid"
4741,35000,17.77,"D","D1","10+ years",5422,47.6,677,"MORTGAGE",79000,"Verified","Charged Off","Defaulted"
4742,23675,15.31,"C","C2","6 years",7937,51.2,692,"MORTGAGE",53000,"Verified","Fully Paid","Paid"
4743,9000,17.76,"D","D1","3 years",7026,77.2,697,"RENT",50900,"Not Verified","Fully Paid","Paid"
4744,15000,10.16,"B","B1","10+ years",31669,88.2,712,"RENT",83000,"Not Verified","Fully Paid","Paid"
4745,1450,7.62,"A","A3","10+ years",17727,53.6,727,"MORTGAGE",57000,"Not Verified","Fully Paid","Paid"
4746,9025,9.67,"B","B1","1 year",9026,43.2,742,"MORTGAGE",35000,"Not Verified","Charged Off","Defaulted"
4747,4000,11.14,"B","B2","10+ years",1633,36.3,697,"MORTGAGE",47000,"Not Verified","Fully Paid","Paid"
4748,15000,10.16,"B","B1","10+ years",14652,57.2,717,"RENT",62000,"Not Verified","Fully Paid","Paid"
4749,12250,17.27,"C","C5","5 years",8961,72.9,677,"RENT",42000,"Not Verified","Fully Paid","Paid"
4750,8000,12.12,"B","B3","10+ years",13693,36.4,702,"MORTGAGE",64000,"Not Verified","Fully Paid","Paid"
4751,6000,8.9,"A","A5","1 year",7387,83.9,712,"RENT",30000,"Source Verified","Fully Paid","Paid"
4752,16425,13.11,"B","B4","5 years",23010,67.5,692,"MORTGAGE",43000,"Not Verified","Fully Paid","Paid"
4753,11700,17.1,"C","C5","3 years",11329,71.3,682,"MORTGAGE",40000,"Source Verified","Fully Paid","Paid"
4754,15000,21.49,"E","E3","10+ years",16169,66,667,"RENT",89000,"Not Verified","Fully Paid","Paid"
4755,5500,14.3,"C","C1","1 year",15186,96.7,707,"MORTGAGE",60000,"Source Verified","Charged Off","Defaulted"
4756,8000,10.99,"B","B2","2 years",8753,66.3,677,"RENT",29000,"Verified","Fully Paid","Paid"
4757,5000,12.99,"B","B4","10+ years",6399,64.6,692,"MORTGAGE",90000,"Not Verified","Fully Paid","Paid"
4758,5500,12.35,"B","B4","2 years",8738,30.1,702,"RENT",20000,"Not Verified","Fully Paid","Paid"
4759,22250,15.8,"C","C3","5 years",15156,78.9,687,"MORTGAGE",50000,"Verified","Fully Paid","Paid"
4760,10000,15.81,"C","C4","4 years",6516,85.7,677,"RENT",73000,"Verified","Fully Paid","Paid"
4761,4000,14.09,"B","B5","10+ years",4878,40,717,"MORTGAGE",38400,"Verified","Fully Paid","Paid"
4762,15000,16.29,"C","C4","6 years",14063,55.8,682,"MORTGAGE",84000,"Not Verified","Fully Paid","Paid"
4763,7000,18.55,"D","D2","5 years",4501,33.3,672,"MORTGAGE",42000,"Source Verified","Fully Paid","Paid"
4764,32000,13.11,"B","B4","10+ years",46282,82.1,702,"RENT",87000,"Verified","Fully Paid","Paid"
4765,6000,9.71,"B","B1","5 years",1397,9.9,722,"RENT",50000,"Not Verified","Fully Paid","Paid"
4766,3200,15.88,"C","C4","9 years",11722,75.6,662,"MORTGAGE",31000,"Verified","Fully Paid","Paid"
4767,7350,14.09,"B","B5","< 1 year",3203,80.1,682,"MORTGAGE",30000,"Verified","Fully Paid","Paid"
4768,8000,20.5,"E","E1","10+ years",5074,78.1,677,"MORTGAGE",77000,"Source Verified","Charged Off","Defaulted"
4769,30225,21,"E","E1","10+ years",12756,78.7,662,"OWN",90200,"Source Verified","Fully Paid","Paid"
4770,7200,19.52,"D","D4","3 years",4585,53.9,662,"RENT",56000,"Not Verified","Charged Off","Defaulted"
4771,12000,12.99,"B","B4",NA,14226,59.3,682,"OWN",129000,"Source Verified","Fully Paid","Paid"
4772,3000,8.9,"A","A5","4 years",1989,24.3,702,"MORTGAGE",32000,"Not Verified","Fully Paid","Paid"
4773,3500,15.22,"C","C3","10+ years",4021,25.8,692,"MORTGAGE",57100,"Verified","Fully Paid","Paid"
4774,12000,6.03,"A","A1","2 years",12363,29.7,762,"MORTGAGE",48500,"Not Verified","Fully Paid","Paid"
4775,2800,7.62,"A","A3","3 years",84978,26,777,"MORTGAGE",128000,"Verified","Fully Paid","Paid"
4776,6000,11.99,"B","B3","10+ years",27005,93.8,682,"MORTGAGE",1e+05,"Not Verified","Fully Paid","Paid"
4777,8325,10.16,"B","B1","3 years",4558,40.3,732,"RENT",56000,"Not Verified","Fully Paid","Paid"
4778,11500,17.77,"D","D1","5 years",1816,41.3,692,"MORTGAGE",48000,"Verified","Fully Paid","Paid"
4779,6000,10.16,"B","B1","3 years",11303,78.5,707,"RENT",48000,"Not Verified","Fully Paid","Paid"
4780,12000,12.12,"B","B3","10+ years",21168,88.2,672,"MORTGAGE",90000,"Not Verified","Fully Paid","Paid"
4781,8500,12.35,"B","B4","< 1 year",4414,42,682,"MORTGAGE",55000,"Not Verified","Fully Paid","Paid"
4782,2500,12.12,"B","B3","4 years",2811,76.9,682,"RENT",50000,"Not Verified","Fully Paid","Paid"
4783,7000,10.16,"B","B1","2 years",36109,88.7,677,"RENT",170000,"Verified","Fully Paid","Paid"
4784,2700,17.27,"C","C5","10+ years",3467,91.2,702,"OWN",32000,"Verified","Fully Paid","Paid"
4785,8000,17.56,"D","D1","6 years",3977,81.2,662,"RENT",35000,"Not Verified","Fully Paid","Paid"
4786,14000,16.2,"C","C4","4 years",13817,87.4,672,"MORTGAGE",73000,"Not Verified","Fully Paid","Paid"
4787,2500,7.9,"A","A4","3 years",8341,45.3,727,"OWN",30000,"Not Verified","Fully Paid","Paid"
4788,5000,13.11,"B","B4","5 years",3792,74.8,682,"MORTGAGE",150000,"Not Verified","Fully Paid","Paid"
4789,19600,14.09,"B","B5","10+ years",16939,68,717,"MORTGAGE",90000,"Source Verified","Fully Paid","Paid"
4790,30000,23.4,"E","E5","< 1 year",29155,41.9,692,"MORTGAGE",130000,"Verified","Fully Paid","Paid"
4791,5800,19.52,"D","D4","< 1 year",5038,68.1,682,"RENT",42000,"Verified","Charged Off","Defaulted"
4792,10375,18.75,"D","D3","2 years",13105,91.6,667,"MORTGAGE",60000,"Verified","Fully Paid","Paid"
4793,16500,7.9,"A","A4","10+ years",28562,35.1,727,"MORTGAGE",42000,"Verified","Fully Paid","Paid"
4794,14000,11.99,"B","B3","8 years",10673,63.9,682,"MORTGAGE",57000,"Verified","Fully Paid","Paid"
4795,10000,18.55,"D","D2","10+ years",29520,62.5,682,"MORTGAGE",84000,"Not Verified","Fully Paid","Paid"
4796,10400,12.12,"B","B3","5 years",18698,76.1,712,"RENT",82000,"Source Verified","Fully Paid","Paid"
4797,17400,10.16,"B","B1","1 year",50895,78.5,697,"RENT",140000,"Verified","Fully Paid","Paid"
4798,5200,10.16,"B","B1","< 1 year",50791,78.1,687,"RENT",60000,"Source Verified","Fully Paid","Paid"
4799,8500,18.75,"D","D3","7 years",10242,77,667,"MORTGAGE",80000,"Not Verified","Fully Paid","Paid"
4800,30000,21.98,"E","E4","9 years",22466,75.1,672,"MORTGAGE",1e+05,"Verified","Charged Off","Defaulted"
4801,10050,19.05,"D","D4","< 1 year",4357,46.8,662,"RENT",30000,"Verified","Fully Paid","Paid"
4802,35000,15.61,"C","C4","4 years",40367,73,662,"MORTGAGE",110000,"Verified","Fully Paid","Paid"
4803,13000,8.9,"A","A5","10+ years",13896,36,732,"MORTGAGE",62000,"Not Verified","Fully Paid","Paid"
4804,16000,11.14,"B","B2","10+ years",22485,38.6,687,"RENT",8e+05,"Verified","Charged Off","Defaulted"
4805,5600,11.14,"B","B2","10+ years",3681,32,702,"RENT",50000,"Source Verified","Fully Paid","Paid"
4806,4800,11.14,"B","B2","< 1 year",16719,41.7,702,"RENT",41000,"Verified","Fully Paid","Paid"
4807,5000,15.31,"C","C2","10+ years",5535,31.1,677,"RENT",45000,"Verified","Fully Paid","Paid"
4808,21000,8.9,"A","A5","6 years",20452,74.9,692,"MORTGAGE",98000,"Verified","Fully Paid","Paid"
4809,5000,16.29,"C","C4","8 years",2484,67.1,662,"MORTGAGE",74928,"Source Verified","Fully Paid","Paid"
4810,28000,15.22,"C","C3","10+ years",38969,62.9,682,"MORTGAGE",106000,"Verified","Fully Paid","Paid"
4811,1300,12.12,"B","B3","10+ years",14860,71.7,697,"RENT",34000,"Not Verified","Fully Paid","Paid"
4812,35000,10.74,"B","B2","5 years",8693,51.4,742,"RENT",65000,"Verified","Fully Paid","Paid"
4813,5000,6.03,"A","A1","10+ years",546,2.2,782,"MORTGAGE",80000,"Source Verified","Fully Paid","Paid"
4814,13000,12.12,"B","B3","10+ years",13764,58.1,697,"RENT",39800,"Not Verified","Fully Paid","Paid"
4815,6000,16.29,"C","C4","10+ years",11398,84.4,672,"RENT",28500,"Verified","Charged Off","Defaulted"
4816,4000,14.09,"B","B5","3 years",3706,74.1,677,"RENT",20000,"Not Verified","Fully Paid","Paid"
4817,10450,12.42,"B","B4","4 years",10270,64.2,677,"RENT",39996,"Not Verified","Fully Paid","Paid"
4818,12000,14.33,"C","C1","5 years",8171,38.2,692,"RENT",75000,"Not Verified","Fully Paid","Paid"
4819,20000,7.62,"A","A3","< 1 year",46891,60.1,702,"MORTGAGE",87000,"Verified","Fully Paid","Paid"
4820,16800,10.16,"B","B1","10+ years",34923,85.4,692,"MORTGAGE",173000,"Source Verified","Fully Paid","Paid"
4821,6950,7.62,"A","A3","4 years",10505,68.7,687,"MORTGAGE",74000,"Source Verified","Fully Paid","Paid"
4822,18000,13.67,"B","B5","5 years",9322,50.1,697,"RENT",42400,"Verified","Fully Paid","Paid"
4823,20000,6.03,"A","A1","3 years",36417,43.8,732,"MORTGAGE",97000,"Verified","Fully Paid","Paid"
4824,2700,18.25,"D","D2","4 years",4437,68.3,672,"RENT",15000,"Not Verified","Fully Paid","Paid"
4825,10500,6.03,"A","A1","6 years",10765,17.8,767,"RENT",50000,"Source Verified","Fully Paid","Paid"
4826,12800,13.11,"B","B4","7 years",8055,87.6,682,"RENT",60000,"Not Verified","Fully Paid","Paid"
4827,5800,6.03,"A","A1","< 1 year",6057,21.2,757,"MORTGAGE",70000,"Not Verified","Fully Paid","Paid"
4828,3600,12.99,"B","B4","8 years",20915,52.9,697,"RENT",35000,"Verified","Fully Paid","Paid"
4829,5000,6.03,"A","A1","10+ years",3010,16.3,757,"MORTGAGE",90000,"Not Verified","Fully Paid","Paid"
4830,35000,12.12,"B","B3","10+ years",18388,79.6,717,"MORTGAGE",92000,"Verified","Fully Paid","Paid"
4831,9450,14.09,"B","B5","10+ years",5286,45.2,692,"RENT",28000,"Not Verified","Fully Paid","Paid"
4832,18500,10.16,"B","B1","10+ years",33461,75.2,677,"RENT",86000,"Not Verified","Fully Paid","Paid"
4833,11000,18.49,"D","D2","7 years",7660,54.3,662,"MORTGAGE",48153,"Source Verified","Fully Paid","Paid"
4834,13000,13.67,"B","B5","10+ years",10849,40.8,677,"MORTGAGE",95000,"Not Verified","Fully Paid","Paid"
4835,12000,19.52,"D","D4","7 years",7737,56.5,677,"MORTGAGE",55000,"Verified","Fully Paid","Paid"
4836,10625,13.11,"B","B4","3 years",11640,93.9,697,"RENT",31300,"Not Verified","Fully Paid","Paid"
4837,24175,6.03,"A","A1","10+ years",42997,44.2,722,"OWN",67977.6,"Source Verified","Fully Paid","Paid"
4838,6500,15.31,"C","C2","10+ years",215,1.8,662,"MORTGAGE",67000,"Verified","Fully Paid","Paid"
4839,5000,6.62,"A","A2","10+ years",13019,21.9,752,"MORTGAGE",113000,"Not Verified","Fully Paid","Paid"
4840,10000,13.67,"B","B5","< 1 year",11540,50.8,677,"RENT",30000,"Source Verified","Fully Paid","Paid"
4841,2400,16.29,"C","C4","10+ years",9352,51.7,697,"MORTGAGE",87500,"Not Verified","Fully Paid","Paid"
4842,5000,7.9,"A","A4","7 years",22442,59.5,702,"MORTGAGE",35000,"Verified","Fully Paid","Paid"
4843,35000,15.88,"C","C4","2 years",35109,68.8,677,"MORTGAGE",115000,"Verified","Fully Paid","Paid"
4844,3600,8.9,"A","A5","10+ years",42949,77.4,702,"MORTGAGE",85000,"Verified","Fully Paid","Paid"
4845,2400,14.33,"C","C1","2 years",4815,33.4,682,"RENT",22000,"Not Verified","Charged Off","Defaulted"
4846,10800,12.12,"B","B3","9 years",15608,59.3,712,"MORTGAGE",61000,"Source Verified","Charged Off","Defaulted"
4847,14000,10.74,"B","B2","4 years",22939,71.7,702,"RENT",84000,"Not Verified","Fully Paid","Paid"
4848,7750,10.64,"B","B2","10+ years",4415,83.3,697,"MORTGAGE",38000,"Not Verified","Fully Paid","Paid"
4849,5875,11.14,"B","B2","6 years",11320,51.9,682,"MORTGAGE",51000,"Verified","Fully Paid","Paid"
4850,12000,10.99,"B","B2","6 years",11302,39.4,722,"RENT",45000,"Not Verified","Charged Off","Defaulted"
4851,4750,7.62,"A","A3","2 years",10211,36.1,732,"MORTGAGE",81000,"Not Verified","Fully Paid","Paid"
4852,19750,21,"E","E2","3 years",9381,72.2,682,"MORTGAGE",60000,"Source Verified","Fully Paid","Paid"
4853,20000,12.12,"B","B3","5 years",22361,55.2,707,"RENT",1e+05,"Verified","Fully Paid","Paid"
4854,14400,8.9,"A","A5","10+ years",28283,83.4,692,"MORTGAGE",85000,"Not Verified","Fully Paid","Paid"
4855,5500,13.11,"B","B4","4 years",2195,20.5,667,"RENT",19000,"Verified","Fully Paid","Paid"
4856,22000,12.12,"B","B3","4 years",21431,98.3,662,"MORTGAGE",120000,"Verified","Fully Paid","Paid"
4857,23850,6.62,"A","A2","10+ years",6483,16.3,777,"RENT",53000,"Verified","Fully Paid","Paid"
4858,20000,13.67,"B","B5","1 year",15048,75.6,707,"MORTGAGE",60000,"Verified","Fully Paid","Paid"
4859,19200,11.14,"B","B2","7 years",18670,59.6,692,"MORTGAGE",71000,"Source Verified","Late (31-120 days)","Defaulted"
4860,18800,13.05,"B","B5","5 years",18693,95.4,682,"RENT",1e+05,"Verified","Fully Paid","Paid"
4861,6000,14.09,"B","B5","2 years",12598,77.8,667,"RENT",28000,"Not Verified","Fully Paid","Paid"
4862,1800,15.61,"C","C3","4 years",7784,74.8,737,"MORTGAGE",32000,"Source Verified","Fully Paid","Paid"
4863,6000,18.49,"D","D2","10+ years",5103,83.7,662,"MORTGAGE",55000,"Verified","Fully Paid","Paid"
4864,17625,12.12,"B","B3","7 years",17398,68.5,692,"RENT",40000,"Verified","Charged Off","Defaulted"
4865,5000,10.74,"B","B2","2 years",7811,28.3,707,"RENT",41000,"Not Verified","Fully Paid","Paid"
4866,7000,9.99,"B","B1","< 1 year",14646,52.9,687,"RENT",65000,"Not Verified","Fully Paid","Paid"
4867,20000,21,"E","E2","2 years",45807,73.3,667,"RENT",186000,"Verified","Fully Paid","Paid"
4868,1800,11.14,"B","B2","2 years",8262,38.7,687,"RENT",55800,"Not Verified","Fully Paid","Paid"
4869,20675,19.52,"D","D4","3 years",23573,47.1,682,"MORTGAGE",72000,"Verified","Fully Paid","Paid"
4870,10000,7.62,"A","A3","10+ years",3059,6.8,737,"MORTGAGE",76000,"Not Verified","Charged Off","Defaulted"
4871,4250,7.9,"A","A4","4 years",29746,61.1,712,"MORTGAGE",48000,"Not Verified","Fully Paid","Paid"
4872,23675,18.25,"D","D2","3 years",21824,81.1,682,"RENT",67300,"Verified","Fully Paid","Paid"
4873,16400,11.14,"B","B2","10+ years",21064,75.8,702,"RENT",85000,"Source Verified","Fully Paid","Paid"
4874,12000,13.11,"B","B4","10+ years",19183,29.6,702,"RENT",65000,"Not Verified","Fully Paid","Paid"
4875,13600,12.12,"B","B3","10+ years",15936,88.5,732,"RENT",36000,"Source Verified","Fully Paid","Paid"
4876,10000,14.33,"C","C1","10+ years",8320,67.6,682,"RENT",75500,"Source Verified","Charged Off","Defaulted"
4877,12000,11.99,"B","B3","9 years",13075,67.1,672,"RENT",90000,"Source Verified","Fully Paid","Paid"
4878,14400,15.1,"C","C2","7 years",44655,64.5,662,"OWN",82500,"Not Verified","Charged Off","Defaulted"
4879,2000,17.56,"D","D1","2 years",3662,22.6,712,"RENT",22000,"Not Verified","Charged Off","Defaulted"
4880,5000,6.03,"A","A1","4 years",37,0.9,807,"MORTGAGE",50600,"Not Verified","Fully Paid","Paid"
4881,10500,9.67,"B","B1","10+ years",29488,53.1,702,"MORTGAGE",56000,"Verified","Fully Paid","Paid"
4882,3600,18.75,"D","D3","10+ years",17803,78.4,687,"RENT",70000,"Source Verified","Fully Paid","Paid"
4883,14400,11.14,"B","B2","7 years",20719,65.6,692,"RENT",96000,"Not Verified","Fully Paid","Paid"
4884,6000,12.12,"B","B3","< 1 year",11448,58.7,697,"RENT",140000,"Source Verified","Fully Paid","Paid"
4885,9750,16.2,"C","C4","4 years",9689,95,687,"RENT",50000,"Source Verified","Charged Off","Defaulted"
4886,8000,15.81,"C","C4","< 1 year",8267,87.9,677,"RENT",40000,"Verified","Charged Off","Defaulted"
4887,16000,12.12,"B","B3","3 years",11757,63.6,682,"RENT",75000,"Not Verified","Fully Paid","Paid"
4888,9750,19.52,"D","D4","< 1 year",4777,88.5,662,"RENT",29120,"Verified","Fully Paid","Paid"
4889,17500,14.33,"C","C1","3 years",6169,68.5,687,"MORTGAGE",60000,"Verified","Fully Paid","Paid"
4890,3000,17.56,"D","D1","9 years",13224,58,677,"MORTGAGE",85000,"Source Verified","Fully Paid","Paid"
4891,10000,13.11,"B","B4","< 1 year",14150,80.9,677,"RENT",32000,"Source Verified","Fully Paid","Paid"
4892,10000,12.12,"B","B3","9 years",10187,65.3,692,"MORTGAGE",53000,"Verified","Fully Paid","Paid"
4893,15000,18.25,"D","D3","1 year",12360,76.6,667,"RENT",45000,"Not Verified","Charged Off","Defaulted"
4894,11100,18.55,"D","D2","4 years",15637,43.1,687,"MORTGAGE",39000,"Verified","Fully Paid","Paid"
4895,22000,7.62,"A","A3","10+ years",4672,31.1,722,"MORTGAGE",130000,"Verified","Fully Paid","Paid"
4896,1600,21,"E","E2","< 1 year",1717,57.2,662,"RENT",35000,"Not Verified","Fully Paid","Paid"
4897,15350,9.71,"B","B1","3 years",2764,37.9,722,"RENT",65000,"Not Verified","Fully Paid","Paid"
4898,10000,17.77,"D","D1","10+ years",16078,85.1,697,"OWN",71000,"Verified","Charged Off","Defaulted"
4899,8875,19.52,"D","D4","10+ years",2163,57.2,672,"MORTGAGE",68000,"Source Verified","Fully Paid","Paid"
